name, RX Frontend Calibration
serial, F591CE
timestamp, 1454428479
version, 0, 1
DATA STARTS HERE
lo_frequency, correction_real, correction_imag, measured, delta
5.5435e+09, 0, 0, 0, 1.22038
5.5508e+09, 0, 0, 0, 1.22523
5.5581e+09, 0, 0, 0, 1.22796
5.5654e+09, 0, 0, 0, 1.22871
5.5727e+09, 0, 0, 0, 1.22905
5.58e+09, 0, 0, 0, 1.2259
5.5873e+09, 0, 0, 0, 1.22386
5.5946e+09, 0, 0, 0, 1.21798
5.6019e+09, 0, 0, 0, 1.21295
5.6092e+09, 0, 0, 0, 1.21049
5.6165e+09, 0, 0, 0, 1.21075
5.6238e+09, 0, 0, 0, 1.21118
5.6311e+09, 0, 0, 0, 1.21168
5.6384e+09, 0, 0, 0, 1.21226
5.6457e+09, 0, 0, 0, 1.21304
5.653e+09, 0, 0, 0, 1.2131
5.6603e+09, 0, 0, 0, 1.21509
5.6676e+09, 0, 0, 0, 1.21473
5.6749e+09, 0, 0, 0, 1.2149
5.6822e+09, 0, 0, 0, 1.21594
5.6895e+09, 0, 0, 0, 1.21629
5.6968e+09, 0, 0, 0, 1.21713
5.7041e+09, 0, 0, 0, 1.21815
5.7114e+09, 0, 0, 0, 1.21837
5.7187e+09, 0, 0, 0, 1.22184
5.726e+09, 0, 0, 0, 1.2231
5.7333e+09, 0, 0, 0, 1.22309
5.7406e+09, 0, 0, 0, 1.22338
5.7479e+09, 0, 0, 0, 1.22485
5.7552e+09, 0, 0, 0, 1.22612
5.7625e+09, 0, 0, 0, 1.22681
5.7698e+09, 0, 0, 0, 1.22554
5.7771e+09, 0, 0, 0, 1.22497
5.7844e+09, 0, 0, 0, 1.22542
5.7917e+09, 0, 0, 0, 1.22596
5.799e+09, 0, 0, 0, 1.22725
5.8063e+09, 0, 0, 0, 1.22819
5.8136e+09, 0, 0, 0, 1.2286
5.8209e+09, 0, 0, 0, 1.22946
5.8282e+09, 0, 0, 0, 1.22954
5.8355e+09, 0, 0, 0, 1.22945
5.8428e+09, 0, 0, 0, 1.22852
5.8501e+09, 0, 0, 0, 1.2281
5.8574e+09, 0, 0, 0, 1.22654
5.8647e+09, 0, 0, 0, 1.22622
5.872e+09, 0, 0, 0, 1.22496
5.8793e+09, 0, 0, 0, 1.22385
5.8866e+09, 0, 0, 0, 1.2229
5.8939e+09, 0, 0, 0, 1.22254
5.9012e+09, 0, 0, 0, 1.22053
5.9085e+09, 0, 0, 0, 1.21861
5.9158e+09, 0, 0, 0, 1.21829
5.9231e+09, 0, 0, 0, 1.21827
5.9304e+09, 0, 0, 0, 1.21724
5.9377e+09, 0, 0, 0, 1.21552
5.945e+09, 0, 0, 0, 1.21741
5.9523e+09, 0, 0, 0, 1.21961
5.9596e+09, 0, 0, 0, 1.21898
5.9669e+09, 0, 0, 0, 1.21769
5.9742e+09, 0, 0, 0, 1.2165
5.9815e+09, 0, 0, 0, 1.2177
5.9888e+09, 0, 0, 0, 1.21688
5.9961e+09, 0, 0, 0, 1.21718
