name, TX Frontend Calibration
serial, F592F9
timestamp, 1454427473
version, 0, 1
DATA STARTS HERE
lo_frequency, correction_real, correction_imag, measured, delta
2.0644e+09, -0.0118884, 0.00182899, -68.4088, 21.5387
2.0717e+09, -0.00457247, 0.00502972, -84.247, 39.5677
2.079e+09, -0.00914495, 0.00502972, -71.9558, 32.7243
2.0863e+09, -0.00960219, 0.00411523, -70.5463, 29.3769
2.0936e+09, -0.0105167, 0.00731596, -70.1169, 29.0035
2.1009e+09, -0.00914495, 0.00457247, -68.2357, 27.647
2.1082e+09, -0.00777321, -0.00365798, -83.5198, 29.8669
2.1155e+09, -0.00823045, -1.73472e-18, -78.7568, 24.8304
2.1228e+09, -0.0128029, 0.0086877, -68.2173, 11.9864
2.1301e+09, -1.73472e-18, -1.73472e-18, -63.0294, 7.77024
2.1374e+09, -0.00137174, 0.0123457, -63.5704, 22.6824
2.152e+09, 0.0123457, 0.00411523, -55.4981, 5.61235
2.1593e+09, -0.0173754, -1.6263e-18, -64.8616, 13.414
2.1666e+09, -0.0114312, 0.00457247, -88.0132, 35.7775
2.1739e+09, 0.0123457, 0.0246914, -68.6995, 14.5004
2.1812e+09, 0.000457247, 0.0086877, -77.7409, 32.1489
2.1885e+09, -0.0246914, 0, -66.618, 14.4311
2.1958e+09, -0.0086877, 0.00411523, -74.4032, 22.7725
2.2031e+09, 0.00411523, 0.00823045, -76.0273, 24.7969
2.2104e+09, -0.0260631, 0.0123457, -71.8752, 11.1154
2.2177e+09, -0.00685871, -0.0164609, -66.9228, 16.5191
2.225e+09, -0.0164609, -0.00411523, -75.9433, 4.50364
2.2323e+09, -0.00411523, -1.12757e-16, -74.7605, 28.2155
2.2396e+09, -1.73472e-18, -0.00411523, -75.6036, 13.1923
2.2469e+09, -0.00548697, 0.0109739, -79.344, 30.1443
2.2615e+09, -0.00137174, -0.00594422, -76.6115, 15.8881
2.2688e+09, 0, 0, -72.2935, 16.2361
2.2761e+09, -0.00823045, -0.0205761, -66.14, 19.4014
2.2834e+09, -0.0205761, -0.00411523, -69.2139, 16.8742
2.2907e+09, -0.00411523, -1.12757e-16, -71.5124, 21.2223
2.298e+09, -0.000152416, 0.000152416, -70.7491, 3.45248
2.3053e+09, -0.0109739, 0.00274348, -77.6178, 27.4693
2.3126e+09, -0.0178326, -0.00685871, -74.2998, 18.6746
2.3199e+09, -0.00685871, 0.00137174, -68.1395, 19.9481
2.3272e+09, -0.00411523, 0.00594422, -61.8877, 17.0421
2.3345e+09, -0.0124981, 0.0124981, -68.2869, 15.5933
2.3418e+09, -0.00838287, 0.00823045, -69.998, 23.8638
2.3491e+09, -0.111111, -0.0781893, -74.5371, 27.7732
2.3564e+09, -0.0086877, 0.00350556, -92.409, 50.5709
2.3637e+09, -0.0086877, 0.00274348, -78.7589, 35.348
2.371e+09, -0.00853528, 0.00320073, -82.6597, 37.3666
2.3783e+09, -0.00792562, 0.0028959, -81.3414, 34.1217
2.3856e+09, -0.00792562, 0.00304832, -109.119, 58.6282
2.3929e+09, -0.00838287, 0.00259107, -95.0861, 39.9848
2.4002e+09, -0.00762079, 0.00167657, -96.6723, 33.9081
2.4075e+09, -0.00807804, 0.00121933, -107.664, 48.649
2.4148e+09, -0.00853528, 0.00106691, -93.9897, 40.6714
2.4221e+09, -0.00914495, 0.000914495, -87.6787, 37.1139
2.4294e+09, -0.00884012, 0.000609663, -81.5624, 33.1301
2.4367e+09, -0.00914495, 0.00137174, -91.8864, 45.4368
2.444e+09, -0.00899253, 0.000609663, -90.5081, 45.901
2.4513e+09, -0.00944978, 0.000304832, -78.6437, 35.7628
2.4586e+09, -0.00899253, 0.000152416, -75.594, 33.9475
2.4659e+09, -0.00929736, 0.000152416, -77.8363, 37.1518
2.4732e+09, -0.00411523, -0.00502972, -69.9479, 22.9203
2.4878e+09, -0.0187471, 0.00320073, -73.5208, 24.1299
2.4951e+09, -0.00823045, -0.00823045, -66.5991, 23.0468
2.5024e+09, -0.0118884, -1.12594e-16, -58.943, 28.7347
2.5097e+09, -0.000152416, -0.0245389, -78.0603, 35.2233
2.5243e+09, -0.00823045, -0.00137174, -73.6799, 34.8883
2.5316e+09, 0.037037, 0.0754458, -65.7906, 23.5304
2.5389e+09, -0.0164609, -0.00411523, -67.1756, 23.1181
2.5462e+09, -0.00274348, 0.00823045, -71.8915, 19.3525
2.5535e+09, -0.00685871, 0.00685871, -60.9478, 11.4253
2.5608e+09, -0.0123457, -0.00137174, -73.9077, 29.4848
2.5681e+09, 0.00823045, -0.00823045, -75.6728, 29.8934
2.5754e+09, -0.0246914, 0.0246914, -66.2413, 17.8935
2.5827e+09, 0.00137174, 0.00411523, -62.8134, 19.1764
2.59e+09, -0.00411523, -0.00411523, -82.3285, 38.2963
2.5973e+09, -0.0204237, -0.0202713, -64.1656, 20.5832
2.6046e+09, -0.0086877, -0.00685871, -67.2135, 22.5662
2.6119e+09, -0.00152416, -0.00121933, -72.7003, 28.5588
2.6192e+09, -0.00274348, -0.00823045, -69.7035, 24.3177
2.6265e+09, -0.00670629, -0.0175278, -63.7628, 17.9548
2.6338e+09, -0.0123457, -0.0246914, -66.6842, 22.5092
2.6411e+09, -0.00365798, -0.0128029, -64.6797, 21.2694
2.6484e+09, -0.00274348, -0.0260631, -64.1644, 22.3639
2.6557e+09, 0.00411523, -0.00411523, -75.3106, 30.8699
2.663e+09, -0.00823045, -0.00411523, -69.1265, 21.2056
2.6703e+09, -0.0246914, -0.000304832, -61.7551, 18.2517
2.6776e+09, 0, 0.0123457, -69.6192, 10.1624
2.6849e+09, 0.0134126, -0.0115836, -63.0681, 18.4371
2.6922e+09, 0.00411523, -0.000914495, -74.8621, 30.5335
2.6995e+09, -0.00548697, 0.00137174, -66.79, 17.6131
2.7068e+09, -0.00594422, -0.0182899, -81.9576, 36.4641
2.7141e+09, -0.0123457, -0.0246914, -76.6401, 31.1259
2.7214e+09, -0.00411523, -0.0219479, -71.7159, 24.4363
2.7287e+09, -0.0114312, -0.0132602, -77.2013, 24.3051
2.736e+09, -0.00426764, -0.0121933, -69.8178, 22.7515
2.7433e+09, -0.000152416, -0.00243865, -68.5395, 18.7227
2.7506e+09, -0.00502972, -0.00640146, -65.647, 21.4013
2.7579e+09, -0.00304832, -0.00670629, -74.4416, 25.742
2.7652e+09, -0.00182899, -0.00960219, -64.9212, 15.591
2.7725e+09, -0.00228624, -0.00594422, -78.1321, 29.6171
2.7798e+09, -1.73472e-18, -0.00411523, -74.2556, 19.1424
2.7871e+09, -0.000152416, -0.00335315, -86.2651, 28.3437
2.7944e+09, -0.00106691, -0.00228624, -101.856, 41.6177
2.8017e+09, -0.00243865, -0.00121933, -98.7555, 37.5413
2.809e+09, -0.00182899, -1.1048e-16, -91.1325, 26.0192
2.8163e+09, -0.000914495, 0.0028959, -113.77, 48.054
2.8236e+09, 0.00228624, 0.00365798, -98.3595, 32.6842
2.8309e+09, 0.00335315, 0.00106691, -96.1216, 28.7839
2.8382e+09, -0.0124981, -0.00609663, -93.8822, 39.6308
2.8455e+09, -0.013565, -0.00609663, -90.7476, 40.4848
2.8528e+09, -0.0147843, -0.00563938, -87.043, 39.697
2.8601e+09, -0.0144795, -0.00624905, -89.8955, 44.8248
2.8674e+09, -0.0152416, -0.00716354, -82.2068, 38.8538
2.8747e+09, -0.0150892, -0.00731596, -83.0021, 41.3369
2.882e+09, -0.0141747, -0.00731596, -95.9076, 54.9389
2.8893e+09, -0.0146319, -0.00685871, -83.2218, 43.6615
2.8966e+09, -0.0144795, -0.00746837, -75.2775, 36.1154
2.9039e+09, -0.0138698, -0.00701113, -82.3077, 43.5317
2.9112e+09, -0.0129553, -0.00655388, -80.0717, 41.6376
2.9185e+09, -0.0128029, -0.00548697, -78.9957, 40.653
2.9258e+09, -0.0126505, -0.00472489, -83.3938, 45.0406
2.9331e+09, -0.00274348, -0.00137174, -72.1068, 2.85921
2.9404e+09, 0.0242341, -0.0123457, -54.7964, 12.791
2.9477e+09, -0.00411523, -1.12757e-16, -61.3716, 16.2417
2.955e+09, 0.0028959, -0.0120408, -73.9361, 23.5785
2.9623e+09, -0.00960219, -0.00685871, -70.5981, 16.5336
2.9696e+09, -0.0164609, -0.00823045, -69.56, 24.1768
2.9769e+09, -0.0146319, 0.00274348, -82.0528, 33.3833
2.9842e+09, -0.00685871, -0.00685871, -66.5007, 18.2567
2.9915e+09, -0.0169182, -0.00777321, -65.411, 20.0513
2.9988e+09, -0.0205761, -1.12757e-16, -72.1852, 27.7451
3.0061e+09, -0.0164609, 0.0028959, -74.6717, 29.2491
3.0134e+09, -0.0164609, -0.00823045, -82.4718, 41.4561
3.0207e+09, -0.0118884, -0.000152416, -64.9418, 26.2141
3.028e+09, -0.0144795, -0.00365798, -67.9355, 39.0211
3.0353e+09, -0.0118884, -0.00320073, -81.4804, 44.215
3.0499e+09, -0.0233196, -0.00274348, -73.5563, 28.9343
3.0572e+09, 0.0233196, -0.00548697, -70.4735, 20.4699
3.0645e+09, 0.00137174, -0.0137174, -72.7206, 23.0856
3.0718e+09, -0.0341411, -0.000152416, -84.0205, 26.7178
3.0791e+09, 0.00823045, -1.73472e-18, -71.7996, 9.20721
3.0864e+09, 0.0246914, 0.0123457, -71.7835, 12.1584
3.0937e+09, -1.11022e-16, -1.11022e-16, -84.2059, 42.8191
3.101e+09, -0.00411523, -1.12757e-16, -72.1393, 27.3253
3.1083e+09, -0.037037, -1.11022e-16, -67.9903, 19.7815
3.1156e+09, -0.0147843, -0.00335315, -60.7711, 25.7221
3.1229e+09, -0.0205761, -0.00502972, -67.7264, 39.435
3.1302e+09, -0.0123457, 0, -77.7604, 29.5751
3.1375e+09, -0.0128029, -0.00685871, -71.1641, 28.7758
3.1448e+09, -0.0164609, -0.0164609, -68.698, 24.8443
3.1594e+09, -0.0149367, -0.00304832, -80.8913, 42.9151
3.1667e+09, -0.0155464, -0.00228624, -80.2531, 41.691
3.174e+09, -0.0152416, -0.00304832, -86.526, 47.2462
3.1813e+09, -0.0150892, -0.00259107, -95.5042, 55.2545
3.1886e+09, -0.015394, -0.00304832, -91.805, 50.1107
3.1959e+09, -0.0152416, -0.0028959, -87.0546, 44.1629
3.2032e+09, -0.0150892, -0.0028959, -95.2694, 50.7556
3.2105e+09, -0.0150892, -0.00243865, -96.4879, 50.3626
3.2178e+09, -0.0150892, -0.00274348, -95.6012, 47.424
3.2251e+09, -0.0149367, -0.00243865, -96.6567, 46.1704
3.2324e+09, -0.0137174, -0.00228624, -97.7626, 43.7326
3.2397e+09, -0.0118884, -0.00259107, -105.154, 46.8437
3.247e+09, -0.00914495, -0.00548697, -94.5374, 31.3702
3.2543e+09, -0.0105167, -0.0102119, -113.687, 53.3959
3.2616e+09, -0.0143271, -0.0106691, -113.153, 57.4239
3.2689e+09, -0.0160037, -0.00960219, -99.7898, 47.4254
3.2762e+09, -0.017223, -0.0086877, -87.0293, 37.2521
3.2835e+09, -0.0173754, -0.00838287, -89.2973, 41.4496
3.2908e+09, -0.0169182, -0.00823045, -92.2865, 46.0019
3.2981e+09, -0.0173754, -0.00823045, -96.5052, 51.301
3.3054e+09, -0.0170706, -0.00853528, -95.8452, 51.8383
3.3127e+09, -0.0167657, -0.00853528, -82.0165, 38.8944
3.32e+09, -0.0167657, -0.00838287, -83.0311, 40.9087
3.3273e+09, -0.0164609, -0.0086877, -93.5661, 51.9601
3.3346e+09, -0.0164609, -0.0086877, -99.9555, 59.1579
3.3419e+09, -0.0160037, -0.00960219, -90.4819, 50.2019
3.3492e+09, -0.0158512, -0.0100594, -88.7473, 48.7875
3.3565e+09, -0.0158512, -0.0102119, -88.8962, 49.2834
3.3638e+09, -0.0155464, -0.0105167, -81.492, 42.3371
3.3711e+09, -0.0152416, -0.0102119, -86.7921, 47.7704
3.3784e+09, -0.0146319, -0.0100594, -76.7282, 37.9855
3.3857e+09, -0.0141747, -0.0109739, -88.2012, 49.711
3.393e+09, -0.013565, -0.0108215, -90.7595, 52.373
3.4003e+09, -0.0134126, -0.0108215, -77.4785, 39.2715
3.4076e+09, -0.0129553, -0.0105167, -81.5187, 43.4995
3.4149e+09, -0.0120408, -0.0102119, -82.0599, 43.7785
3.4222e+09, -0.0118884, -0.0105167, -89.1632, 50.9189
3.4295e+09, -0.0111264, -0.0103643, -83.8514, 45.7177
3.4368e+09, -0.0111264, -0.00975461, -84.0534, 45.7419
3.4441e+09, -0.0108215, -0.00990703, -83.9615, 46.0662
